record_id,date,time,menu_item,category,quantity,price_per_item,revenue,payment_method,order_type,server_id,server_name,hour,weekday,month_number,month_name,day_of_week,is_weekend,high_revenue,date_hour,service_period,weekend_label,high_revenue_label
3654,2024-04-18,15:00:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Mobile Payment,Dine-In,105,Nina,15,Thursday,4,April,3,False,False,2024-04-18 15:00:00,Lunch,Weekday,Other record
3655,2024-08-31,20:45:00,Chocolate Lava Cake,Dessert,8.0,9,72.0,Cash,Takeaway,103,Emily,20,Saturday,8,August,5,True,True,2024-08-31 20:00:00,Dinner,Weekend,High-value record
3656,2024-03-19,19:30:00,Filet Mignon,Entree,4.0,42,168.0,Credit Card,Takeaway,105,Nina,19,Tuesday,3,March,1,False,True,2024-03-19 19:00:00,Dinner,Weekday,High-value record
3657,2024-05-18,19:00:00,Shrimp Cocktail,Appetizer,7.0,14,98.0,Cash,Takeaway,102,Jake,19,Saturday,5,May,5,True,True,2024-05-18 19:00:00,Dinner,Weekend,High-value record
3658,2024-06-30,17:45:00,Shrimp Cocktail,Appetizer,9.0,14,126.0,Cash,Delivery,103,Emily,17,Sunday,6,June,6,True,True,2024-06-30 17:00:00,Dinner,Weekend,High-value record
3659,2024-09-12,21:15:00,Chocolate Lava Cake,Dessert,7.0,9,63.0,Mobile Payment,Dine-In,103,Emily,21,Thursday,9,September,3,False,True,2024-09-12 21:00:00,Dinner,Weekday,High-value record
3660,2024-10-26,21:00:00,New York Strip,Entree,8.0,38,304.0,Cash,Dine-In,105,Nina,21,Saturday,10,October,5,True,True,2024-10-26 21:00:00,Dinner,Weekend,High-value record
3661,2024-05-08,15:15:00,Bourbon BBQ Burger,Entree,1.0,22,22.0,Cash,Dine-In,103,Emily,15,Wednesday,5,May,2,False,False,2024-05-08 15:00:00,Lunch,Weekday,Other record
3662,2024-09-28,20:15:00,Mashed Potatoes,Side,8.0,7,56.0,Credit Card,Delivery,101,Sarah,20,Saturday,9,September,5,True,False,2024-09-28 20:00:00,Dinner,Weekend,Other record
3663,2024-08-27,14:30:00,New York Strip,Entree,1.0,38,38.0,Cash,Dine-In,105,Nina,14,Tuesday,8,August,1,False,False,2024-08-27 14:00:00,Lunch,Weekday,Other record
3664,2024-08-13,21:45:00,Old Fashioned,Beverage,6.0,12,72.0,Mobile Payment,Takeaway,104,Carlos,21,Tuesday,8,August,1,False,True,2024-08-13 21:00:00,Dinner,Weekday,High-value record
3665,2024-07-04,20:30:00,Filet Mignon,Entree,7.0,42,294.0,Cash,Delivery,104,Carlos,20,Thursday,7,July,3,False,True,2024-07-04 20:00:00,Dinner,Weekday,High-value record
3666,2024-05-16,21:15:00,Caesar Salad,Appetizer,2.0,10,20.0,Mobile Payment,Delivery,102,Jake,21,Thursday,5,May,3,False,False,2024-05-16 21:00:00,Dinner,Weekday,Other record
3667,2024-11-06,16:45:00,Truffle Fries,Side,5.0,8,40.0,Credit Card,Dine-In,105,Nina,16,Wednesday,11,November,2,False,False,2024-11-06 16:00:00,Lunch,Weekday,Other record
3668,2024-08-03,13:15:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Cash,Takeaway,101,Sarah,13,Saturday,8,August,5,True,True,2024-08-03 13:00:00,Lunch,Weekend,High-value record
3669,2024-11-25,16:45:00,Truffle Fries,Side,4.0,8,32.0,Credit Card,Dine-In,104,Carlos,16,Monday,11,November,0,False,False,2024-11-25 16:00:00,Lunch,Weekday,Other record
3670,2024-08-03,18:30:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Cash,Takeaway,102,Jake,18,Saturday,8,August,5,True,True,2024-08-03 18:00:00,Dinner,Weekend,High-value record
3671,2024-12-24,11:45:00,Grilled Asparagus,Side,2.0,8,16.0,Mobile Payment,Dine-In,101,Sarah,11,Tuesday,12,December,1,False,False,2024-12-24 11:00:00,Lunch,Weekday,Other record
3672,2024-07-09,12:00:00,Old Fashioned,Beverage,5.0,12,60.0,Mobile Payment,Dine-In,103,Emily,12,Tuesday,7,July,1,False,False,2024-07-09 12:00:00,Lunch,Weekday,Other record
3673,2024-03-16,17:30:00,Mashed Potatoes,Side,10.0,7,70.0,Credit Card,Takeaway,105,Nina,17,Saturday,3,March,5,True,True,2024-03-16 17:00:00,Dinner,Weekend,High-value record
3674,2024-10-07,20:00:00,Grilled Asparagus,Side,4.0,8,32.0,Cash,Dine-In,104,Carlos,20,Monday,10,October,0,False,False,2024-10-07 20:00:00,Dinner,Weekday,Other record
3675,2024-03-14,14:45:00,Filet Mignon,Entree,4.0,42,168.0,Mobile Payment,Delivery,105,Nina,14,Thursday,3,March,3,False,True,2024-03-14 14:00:00,Lunch,Weekday,High-value record
3676,2024-01-14,13:15:00,Caesar Salad,Appetizer,4.0,10,40.0,Mobile Payment,Delivery,101,Sarah,13,Sunday,1,January,6,True,False,2024-01-14 13:00:00,Lunch,Weekend,Other record
3677,2024-01-19,22:45:00,Mashed Potatoes,Side,5.0,7,35.0,Mobile Payment,Delivery,104,Carlos,22,Friday,1,January,4,False,False,2024-01-19 22:00:00,Dinner,Weekday,Other record
3678,2024-01-29,21:30:00,Old Fashioned,Beverage,8.0,12,96.0,Mobile Payment,Takeaway,103,Emily,21,Monday,1,January,0,False,True,2024-01-29 21:00:00,Dinner,Weekday,High-value record
3679,2024-02-06,21:45:00,Grilled Asparagus,Side,9.0,8,72.0,Credit Card,Takeaway,102,Jake,21,Tuesday,2,February,1,False,True,2024-02-06 21:00:00,Dinner,Weekday,High-value record
3680,2024-10-30,19:00:00,Cabernet Sauvignon,Beverage,10.0,16,160.0,Mobile Payment,Delivery,101,Sarah,19,Wednesday,10,October,2,False,True,2024-10-30 19:00:00,Dinner,Weekday,High-value record
3681,2024-08-19,22:15:00,Old Fashioned,Beverage,12.0,12,144.0,Cash,Takeaway,105,Nina,22,Monday,8,August,0,False,True,2024-08-19 22:00:00,Dinner,Weekday,High-value record
3682,2024-02-03,16:45:00,Chocolate Lava Cake,Dessert,1.0,9,9.0,Mobile Payment,Delivery,103,Emily,16,Saturday,2,February,5,True,False,2024-02-03 16:00:00,Lunch,Weekend,Other record
3683,2024-07-08,19:45:00,New York Strip,Entree,7.0,38,266.0,Mobile Payment,Dine-In,105,Nina,19,Monday,7,July,0,False,True,2024-07-08 19:00:00,Dinner,Weekday,High-value record
3684,2024-05-14,19:45:00,Grilled Asparagus,Side,4.0,8,32.0,Mobile Payment,Dine-In,102,Jake,19,Tuesday,5,May,1,False,False,2024-05-14 19:00:00,Dinner,Weekday,Other record
3685,2024-01-09,21:45:00,Grilled Asparagus,Side,2.0,8,16.0,Cash,Dine-In,105,Nina,21,Tuesday,1,January,1,False,False,2024-01-09 21:00:00,Dinner,Weekday,Other record
3686,2024-07-23,21:00:00,New York Strip,Entree,2.0,38,76.0,Mobile Payment,Delivery,105,Nina,21,Tuesday,7,July,1,False,True,2024-07-23 21:00:00,Dinner,Weekday,High-value record
3687,2024-01-15,21:30:00,Truffle Fries,Side,2.0,8,16.0,Mobile Payment,Delivery,101,Sarah,21,Monday,1,January,0,False,False,2024-01-15 21:00:00,Dinner,Weekday,Other record
3688,2024-03-20,20:45:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Mobile Payment,Dine-In,101,Sarah,20,Wednesday,3,March,2,False,False,2024-03-20 20:00:00,Dinner,Weekday,Other record
3689,2024-11-28,18:00:00,Grilled Asparagus,Side,9.6,8,76.8,Mobile Payment,Delivery,101,Sarah,18,Thursday,11,November,3,False,True,2024-11-28 18:00:00,Dinner,Weekday,High-value record
3690,2024-03-01,11:45:00,Chocolate Lava Cake,Dessert,3.0,9,27.0,Cash,Takeaway,102,Jake,11,Friday,3,March,4,False,False,2024-03-01 11:00:00,Lunch,Weekday,Other record
3691,2024-10-28,19:15:00,Grilled Asparagus,Side,11.0,8,88.0,Mobile Payment,Dine-In,102,Jake,19,Monday,10,October,0,False,True,2024-10-28 19:00:00,Dinner,Weekday,High-value record
3692,2024-05-20,22:45:00,Bourbon BBQ Burger,Entree,5.0,22,110.0,Mobile Payment,Takeaway,101,Sarah,22,Monday,5,May,0,False,True,2024-05-20 22:00:00,Dinner,Weekday,High-value record
3693,2024-05-04,22:30:00,Ribeye Steak,Entree,9.0,35,315.0,Credit Card,Takeaway,104,Carlos,22,Saturday,5,May,5,True,True,2024-05-04 22:00:00,Dinner,Weekend,High-value record
3694,2024-09-18,20:45:00,Cabernet Sauvignon,Beverage,5.0,16,80.0,Cash,Takeaway,103,Emily,20,Wednesday,9,September,2,False,True,2024-09-18 20:00:00,Dinner,Weekday,High-value record
3695,2024-12-19,18:00:00,Old Fashioned,Beverage,9.0,12,108.0,Cash,Delivery,101,Sarah,18,Thursday,12,December,3,False,True,2024-12-19 18:00:00,Dinner,Weekday,High-value record
3696,2024-03-28,21:15:00,Filet Mignon,Entree,5.0,42,210.0,Credit Card,Takeaway,101,Sarah,21,Thursday,3,March,3,False,True,2024-03-28 21:00:00,Dinner,Weekday,High-value record
3697,2024-12-14,16:45:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Credit Card,Dine-In,101,Sarah,16,Saturday,12,December,5,True,False,2024-12-14 16:00:00,Lunch,Weekend,Other record
3698,2024-09-25,18:15:00,Cabernet Sauvignon,Beverage,5.0,16,80.0,Mobile Payment,Takeaway,103,Emily,18,Wednesday,9,September,2,False,True,2024-09-25 18:00:00,Dinner,Weekday,High-value record
3699,2024-01-23,15:30:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Cash,Dine-In,101,Sarah,15,Tuesday,1,January,1,False,True,2024-01-23 15:00:00,Lunch,Weekday,High-value record
3700,2024-06-08,12:30:00,Old Fashioned,Beverage,2.0,12,24.0,Mobile Payment,Delivery,101,Sarah,12,Saturday,6,June,5,True,False,2024-06-08 12:00:00,Lunch,Weekend,Other record
3701,2024-03-19,14:30:00,Ribeye Steak,Entree,2.0,35,70.0,Credit Card,Delivery,104,Carlos,14,Tuesday,3,March,1,False,True,2024-03-19 14:00:00,Lunch,Weekday,High-value record
3702,2024-02-28,16:45:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Cash,Delivery,101,Sarah,16,Wednesday,2,February,2,False,True,2024-02-28 16:00:00,Lunch,Weekday,High-value record
3703,2024-10-25,21:45:00,Old Fashioned,Beverage,10.0,12,120.0,Credit Card,Delivery,101,Sarah,21,Friday,10,October,4,False,True,2024-10-25 21:00:00,Dinner,Weekday,High-value record
3704,2024-03-13,14:30:00,Bourbon BBQ Burger,Entree,3.0,22,66.0,Credit Card,Takeaway,105,Nina,14,Wednesday,3,March,2,False,True,2024-03-13 14:00:00,Lunch,Weekday,High-value record
3705,2024-05-29,15:45:00,Old Fashioned,Beverage,5.0,12,60.0,Credit Card,Dine-In,102,Jake,15,Wednesday,5,May,2,False,False,2024-05-29 15:00:00,Lunch,Weekday,Other record
3706,2024-08-04,22:45:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Cash,Takeaway,102,Jake,22,Sunday,8,August,6,True,False,2024-08-04 22:00:00,Dinner,Weekend,Other record
3707,2024-03-09,20:30:00,Old Fashioned,Beverage,4.0,12,48.0,Credit Card,Delivery,102,Jake,20,Saturday,3,March,5,True,False,2024-03-09 20:00:00,Dinner,Weekend,Other record
3708,2024-03-01,16:45:00,Mashed Potatoes,Side,6.0,7,42.0,Mobile Payment,Dine-In,105,Nina,16,Friday,3,March,4,False,False,2024-03-01 16:00:00,Lunch,Weekday,Other record
3709,2024-12-26,21:15:00,Bourbon BBQ Burger,Entree,9.0,22,198.0,Cash,Dine-In,105,Nina,21,Thursday,12,December,3,False,True,2024-12-26 21:00:00,Dinner,Weekday,High-value record
3710,2024-07-20,19:15:00,Truffle Fries,Side,2.0,8,16.0,Cash,Delivery,101,Sarah,19,Saturday,7,July,5,True,False,2024-07-20 19:00:00,Dinner,Weekend,Other record
3711,2024-06-18,19:30:00,Truffle Fries,Side,5.0,8,40.0,Mobile Payment,Dine-In,102,Jake,19,Tuesday,6,June,1,False,False,2024-06-18 19:00:00,Dinner,Weekday,Other record
3712,2024-04-26,13:30:00,Filet Mignon,Entree,7.0,42,294.0,Mobile Payment,Takeaway,101,Sarah,13,Friday,4,April,4,False,True,2024-04-26 13:00:00,Lunch,Weekday,High-value record
3713,2024-10-08,16:30:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Mobile Payment,Takeaway,104,Carlos,16,Tuesday,10,October,1,False,False,2024-10-08 16:00:00,Lunch,Weekday,Other record
3714,2024-01-13,18:15:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Credit Card,Takeaway,103,Emily,18,Saturday,1,January,5,True,True,2024-01-13 18:00:00,Dinner,Weekend,High-value record
3715,2024-07-18,13:00:00,Mashed Potatoes,Side,5.0,7,35.0,Credit Card,Delivery,103,Emily,13,Thursday,7,July,3,False,False,2024-07-18 13:00:00,Lunch,Weekday,Other record
3716,2024-11-28,12:45:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Cash,Takeaway,101,Sarah,12,Thursday,11,November,3,False,True,2024-11-28 12:00:00,Lunch,Weekday,High-value record
3717,2024-08-14,11:30:00,Ribeye Steak,Entree,2.0,35,70.0,Cash,Dine-In,105,Nina,11,Wednesday,8,August,2,False,True,2024-08-14 11:00:00,Lunch,Weekday,High-value record
3718,2024-12-06,12:45:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Cash,Delivery,103,Emily,12,Friday,12,December,4,False,False,2024-12-06 12:00:00,Lunch,Weekday,Other record
3719,2024-02-20,14:30:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Credit Card,Delivery,101,Sarah,14,Tuesday,2,February,1,False,False,2024-02-20 14:00:00,Lunch,Weekday,Other record
3720,2024-12-27,20:30:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Mobile Payment,Takeaway,104,Carlos,20,Friday,12,December,4,False,False,2024-12-27 20:00:00,Dinner,Weekday,Other record
3721,2024-05-27,11:15:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Mobile Payment,Takeaway,103,Emily,11,Monday,5,May,0,False,False,2024-05-27 11:00:00,Lunch,Weekday,Other record
3722,2024-12-06,21:15:00,Caesar Salad,Appetizer,2.0,10,20.0,Cash,Takeaway,103,Emily,21,Friday,12,December,4,False,False,2024-12-06 21:00:00,Dinner,Weekday,Other record
3723,2024-01-16,20:45:00,Truffle Fries,Side,5.0,8,40.0,Cash,Delivery,102,Jake,20,Tuesday,1,January,1,False,False,2024-01-16 20:00:00,Dinner,Weekday,Other record
3724,2024-07-31,17:45:00,Old Fashioned,Beverage,2.0,12,24.0,Mobile Payment,Delivery,104,Carlos,17,Wednesday,7,July,2,False,False,2024-07-31 17:00:00,Dinner,Weekday,Other record
3725,2024-07-31,17:45:00,Filet Mignon,Entree,2.0,42,84.0,Cash,Takeaway,104,Carlos,17,Wednesday,7,July,2,False,True,2024-07-31 17:00:00,Dinner,Weekday,High-value record
3726,2024-05-03,15:15:00,Ribeye Steak,Entree,3.0,35,105.0,Cash,Dine-In,102,Jake,15,Friday,5,May,4,False,True,2024-05-03 15:00:00,Lunch,Weekday,High-value record
3727,2024-05-17,20:00:00,Filet Mignon,Entree,4.0,42,168.0,Mobile Payment,Takeaway,104,Carlos,20,Friday,5,May,4,False,True,2024-05-17 20:00:00,Dinner,Weekday,High-value record
3728,2024-10-10,14:45:00,Old Fashioned,Beverage,4.0,12,48.0,Mobile Payment,Delivery,101,Sarah,14,Thursday,10,October,3,False,False,2024-10-10 14:00:00,Lunch,Weekday,Other record
3729,2024-02-18,18:45:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Credit Card,Dine-In,103,Emily,18,Sunday,2,February,6,True,False,2024-02-18 18:00:00,Dinner,Weekend,Other record
3730,2024-05-21,17:00:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Cash,Delivery,102,Jake,17,Tuesday,5,May,1,False,True,2024-05-21 17:00:00,Dinner,Weekday,High-value record
3731,2024-04-18,14:30:00,Filet Mignon,Entree,5.0,42,210.0,Credit Card,Takeaway,103,Emily,14,Thursday,4,April,3,False,True,2024-04-18 14:00:00,Lunch,Weekday,High-value record
3732,2024-08-10,15:15:00,Grilled Asparagus,Side,2.0,8,16.0,Cash,Delivery,104,Carlos,15,Saturday,8,August,5,True,False,2024-08-10 15:00:00,Lunch,Weekend,Other record
3733,2024-05-06,18:15:00,Grilled Asparagus,Side,4.0,8,32.0,Cash,Delivery,105,Nina,18,Monday,5,May,0,False,False,2024-05-06 18:00:00,Dinner,Weekday,Other record
3734,2024-07-01,22:45:00,Chocolate Lava Cake,Dessert,7.0,9,63.0,Credit Card,Delivery,102,Jake,22,Monday,7,July,0,False,True,2024-07-01 22:00:00,Dinner,Weekday,High-value record
3735,2024-11-23,13:45:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Credit Card,Takeaway,101,Sarah,13,Saturday,11,November,5,True,True,2024-11-23 13:00:00,Lunch,Weekend,High-value record
3736,2024-06-01,20:00:00,Ribeye Steak,Entree,4.0,35,140.0,Mobile Payment,Takeaway,101,Sarah,20,Saturday,6,June,5,True,True,2024-06-01 20:00:00,Dinner,Weekend,High-value record
3737,2024-04-01,22:30:00,Mashed Potatoes,Side,2.0,7,14.0,Mobile Payment,Delivery,102,Jake,22,Monday,4,April,0,False,False,2024-04-01 22:00:00,Dinner,Weekday,Other record
3738,2024-05-18,15:30:00,Cabernet Sauvignon,Beverage,7.0,16,112.0,Credit Card,Dine-In,102,Jake,15,Saturday,5,May,5,True,True,2024-05-18 15:00:00,Lunch,Weekend,High-value record
3739,2024-09-30,19:15:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Credit Card,Takeaway,102,Jake,19,Monday,9,September,0,False,False,2024-09-30 19:00:00,Dinner,Weekday,Other record
3740,2024-04-29,12:30:00,Mashed Potatoes,Side,3.0,7,21.0,Credit Card,Delivery,101,Sarah,12,Monday,4,April,0,False,False,2024-04-29 12:00:00,Lunch,Weekday,Other record
3741,2024-07-10,21:45:00,Shrimp Cocktail,Appetizer,8.0,14,112.0,Cash,Dine-In,103,Emily,21,Wednesday,7,July,2,False,True,2024-07-10 21:00:00,Dinner,Weekday,High-value record
3742,2024-02-17,12:30:00,Truffle Fries,Side,8.0,8,64.0,Credit Card,Delivery,105,Nina,12,Saturday,2,February,5,True,True,2024-02-17 12:00:00,Lunch,Weekend,High-value record
3743,2024-08-26,20:30:00,Caesar Salad,Appetizer,2.0,10,20.0,Cash,Delivery,101,Sarah,20,Monday,8,August,0,False,False,2024-08-26 20:00:00,Dinner,Weekday,Other record
3744,2024-05-28,11:30:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Credit Card,Takeaway,104,Carlos,11,Tuesday,5,May,1,False,False,2024-05-28 11:00:00,Lunch,Weekday,Other record
3745,2024-08-05,12:15:00,Ribeye Steak,Entree,4.0,35,140.0,Credit Card,Delivery,101,Sarah,12,Monday,8,August,0,False,True,2024-08-05 12:00:00,Lunch,Weekday,High-value record
3746,2024-01-31,12:45:00,Caesar Salad,Appetizer,1.0,10,10.0,Credit Card,Dine-In,105,Nina,12,Wednesday,1,January,2,False,False,2024-01-31 12:00:00,Lunch,Weekday,Other record
3747,2024-02-13,16:00:00,Filet Mignon,Entree,3.0,42,126.0,Cash,Takeaway,104,Carlos,16,Tuesday,2,February,1,False,True,2024-02-13 16:00:00,Lunch,Weekday,High-value record
3748,2024-09-30,17:15:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Cash,Takeaway,105,Nina,17,Monday,9,September,0,False,False,2024-09-30 17:00:00,Dinner,Weekday,Other record
3749,2024-02-09,19:45:00,Filet Mignon,Entree,2.0,42,84.0,Mobile Payment,Delivery,104,Carlos,19,Friday,2,February,4,False,True,2024-02-09 19:00:00,Dinner,Weekday,High-value record
3750,2024-11-19,19:30:00,Grilled Asparagus,Side,7.0,8,56.0,Cash,Takeaway,104,Carlos,19,Tuesday,11,November,1,False,False,2024-11-19 19:00:00,Dinner,Weekday,Other record
3751,2024-01-28,17:00:00,New York Strip,Entree,8.0,38,304.0,Mobile Payment,Delivery,102,Jake,17,Sunday,1,January,6,True,True,2024-01-28 17:00:00,Dinner,Weekend,High-value record
3752,2024-05-05,22:00:00,Mashed Potatoes,Side,6.0,7,42.0,Cash,Delivery,102,Jake,22,Sunday,5,May,6,True,False,2024-05-05 22:00:00,Dinner,Weekend,Other record
3753,2024-01-07,17:00:00,Ribeye Steak,Entree,4.0,35,140.0,Cash,Dine-In,102,Jake,17,Sunday,1,January,6,True,True,2024-01-07 17:00:00,Dinner,Weekend,High-value record
3754,2024-09-14,17:30:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Mobile Payment,Dine-In,103,Emily,17,Saturday,9,September,5,True,True,2024-09-14 17:00:00,Dinner,Weekend,High-value record
3755,2024-03-11,13:30:00,Truffle Fries,Side,1.0,8,8.0,Cash,Takeaway,102,Jake,13,Monday,3,March,0,False,False,2024-03-11 13:00:00,Lunch,Weekday,Other record
3756,2024-01-14,17:45:00,Old Fashioned,Beverage,2.0,12,24.0,Cash,Takeaway,101,Sarah,17,Sunday,1,January,6,True,False,2024-01-14 17:00:00,Dinner,Weekend,Other record
3757,2024-05-11,16:15:00,Ribeye Steak,Entree,2.0,35,70.0,Credit Card,Takeaway,102,Jake,16,Saturday,5,May,5,True,True,2024-05-11 16:00:00,Lunch,Weekend,High-value record
3758,2024-04-15,22:15:00,New York Strip,Entree,3.0,38,114.0,Cash,Takeaway,101,Sarah,22,Monday,4,April,0,False,True,2024-04-15 22:00:00,Dinner,Weekday,High-value record
3759,2024-01-17,16:15:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Cash,Delivery,102,Jake,16,Wednesday,1,January,2,False,False,2024-01-17 16:00:00,Lunch,Weekday,Other record
3760,2024-01-25,16:45:00,New York Strip,Entree,1.0,38,38.0,Cash,Delivery,105,Nina,16,Thursday,1,January,3,False,False,2024-01-25 16:00:00,Lunch,Weekday,Other record
3761,2024-01-24,12:00:00,Caesar Salad,Appetizer,3.0,10,30.0,Mobile Payment,Takeaway,102,Jake,12,Wednesday,1,January,2,False,False,2024-01-24 12:00:00,Lunch,Weekday,Other record
3762,2024-04-24,20:00:00,Caesar Salad,Appetizer,4.0,10,40.0,Mobile Payment,Dine-In,103,Emily,20,Wednesday,4,April,2,False,False,2024-04-24 20:00:00,Dinner,Weekday,Other record
3763,2024-04-02,19:45:00,Filet Mignon,Entree,4.0,42,168.0,Cash,Dine-In,105,Nina,19,Tuesday,4,April,1,False,True,2024-04-02 19:00:00,Dinner,Weekday,High-value record
3764,2024-05-10,16:45:00,Bourbon BBQ Burger,Entree,5.0,22,110.0,Credit Card,Dine-In,102,Jake,16,Friday,5,May,4,False,True,2024-05-10 16:00:00,Lunch,Weekday,High-value record
3765,2024-06-04,13:45:00,Shrimp Cocktail,Appetizer,3.0,14,42.0,Mobile Payment,Takeaway,104,Carlos,13,Tuesday,6,June,1,False,False,2024-06-04 13:00:00,Lunch,Weekday,Other record
3766,2024-01-03,13:30:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Credit Card,Takeaway,102,Jake,13,Wednesday,1,January,2,False,False,2024-01-03 13:00:00,Lunch,Weekday,Other record
3767,2024-05-17,13:00:00,Truffle Fries,Side,7.0,8,56.0,Credit Card,Dine-In,104,Carlos,13,Friday,5,May,4,False,False,2024-05-17 13:00:00,Lunch,Weekday,Other record
3768,2024-08-20,21:45:00,Bourbon BBQ Burger,Entree,5.0,22,110.0,Credit Card,Delivery,105,Nina,21,Tuesday,8,August,1,False,True,2024-08-20 21:00:00,Dinner,Weekday,High-value record
3769,2024-10-08,21:30:00,New York Strip,Entree,11.0,38,418.0,Credit Card,Dine-In,103,Emily,21,Tuesday,10,October,1,False,True,2024-10-08 21:00:00,Dinner,Weekday,High-value record
3770,2024-07-26,12:30:00,Truffle Fries,Side,4.0,8,32.0,Credit Card,Takeaway,103,Emily,12,Friday,7,July,4,False,False,2024-07-26 12:00:00,Lunch,Weekday,Other record
3771,2024-06-19,20:00:00,Shrimp Cocktail,Appetizer,10.0,14,140.0,Credit Card,Dine-In,103,Emily,20,Wednesday,6,June,2,False,True,2024-06-19 20:00:00,Dinner,Weekday,High-value record
3772,2024-05-06,21:00:00,Chocolate Lava Cake,Dessert,9.0,9,81.0,Credit Card,Takeaway,101,Sarah,21,Monday,5,May,0,False,True,2024-05-06 21:00:00,Dinner,Weekday,High-value record
3773,2024-05-16,18:30:00,Caesar Salad,Appetizer,4.0,10,40.0,Credit Card,Delivery,103,Emily,18,Thursday,5,May,3,False,False,2024-05-16 18:00:00,Dinner,Weekday,Other record
3774,2024-03-22,15:45:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Credit Card,Delivery,103,Emily,15,Friday,3,March,4,False,True,2024-03-22 15:00:00,Lunch,Weekday,High-value record
3775,2024-12-07,14:30:00,Caesar Salad,Appetizer,7.0,10,70.0,Mobile Payment,Delivery,104,Carlos,14,Saturday,12,December,5,True,True,2024-12-07 14:00:00,Lunch,Weekend,High-value record
3776,2024-03-06,21:30:00,Truffle Fries,Side,4.0,8,32.0,Cash,Takeaway,102,Jake,21,Wednesday,3,March,2,False,False,2024-03-06 21:00:00,Dinner,Weekday,Other record
3777,2024-12-28,17:45:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Credit Card,Dine-In,103,Emily,17,Saturday,12,December,5,True,False,2024-12-28 17:00:00,Dinner,Weekend,Other record
3778,2024-08-31,12:15:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Mobile Payment,Delivery,104,Carlos,12,Saturday,8,August,5,True,True,2024-08-31 12:00:00,Lunch,Weekend,High-value record
3779,2024-04-10,22:15:00,Mashed Potatoes,Side,6.0,7,42.0,Cash,Delivery,103,Emily,22,Wednesday,4,April,2,False,False,2024-04-10 22:00:00,Dinner,Weekday,Other record
3780,2024-07-29,19:30:00,Cabernet Sauvignon,Beverage,7.0,16,112.0,Cash,Delivery,105,Nina,19,Monday,7,July,0,False,True,2024-07-29 19:00:00,Dinner,Weekday,High-value record
3781,2024-01-14,17:00:00,Grilled Asparagus,Side,12.0,8,96.0,Cash,Takeaway,105,Nina,17,Sunday,1,January,6,True,True,2024-01-14 17:00:00,Dinner,Weekend,High-value record
3782,2024-08-28,20:15:00,Chocolate Lava Cake,Dessert,8.0,9,72.0,Mobile Payment,Delivery,101,Sarah,20,Wednesday,8,August,2,False,True,2024-08-28 20:00:00,Dinner,Weekday,High-value record
3783,2024-07-31,12:30:00,Caesar Salad,Appetizer,6.0,10,60.0,Cash,Dine-In,104,Carlos,12,Wednesday,7,July,2,False,False,2024-07-31 12:00:00,Lunch,Weekday,Other record
3784,2024-09-20,21:15:00,Truffle Fries,Side,9.0,8,72.0,Cash,Dine-In,102,Jake,21,Friday,9,September,4,False,True,2024-09-20 21:00:00,Dinner,Weekday,High-value record
3785,2024-01-12,18:15:00,Old Fashioned,Beverage,4.0,12,48.0,Credit Card,Dine-In,104,Carlos,18,Friday,1,January,4,False,False,2024-01-12 18:00:00,Dinner,Weekday,Other record
3786,2024-12-19,13:00:00,Filet Mignon,Entree,2.0,42,84.0,Mobile Payment,Delivery,104,Carlos,13,Thursday,12,December,3,False,True,2024-12-19 13:00:00,Lunch,Weekday,High-value record
3787,2024-09-03,19:00:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Credit Card,Delivery,103,Emily,19,Tuesday,9,September,1,False,True,2024-09-03 19:00:00,Dinner,Weekday,High-value record
3788,2024-10-20,14:00:00,New York Strip,Entree,1.0,38,38.0,Credit Card,Takeaway,102,Jake,14,Sunday,10,October,6,True,False,2024-10-20 14:00:00,Lunch,Weekend,Other record
